"n_Acc","x","y","shoe","row_number","min_dist","horiz_dist"
0,0.125,0.188333333333333,181,24360,0.0824621125123533,0.0869226987360354
0,-0.025,0.188333333333333,181,24361,0.158394724940223,0.160034718455437
0,-0.0116666666666667,-0.00833333333333333,181,24362,0.143333333333333,0.143333333333333
0,-0.105,-0.465,181,24363,0.0213437474581095,0.0253859103528797
0,0.00833333333333333,0.385,181,24364,0.10295630140987,0.120185042515466
0,0.045,0.115,181,24365,0.179195734076208,0.18
0,-0.0416666666666667,0.275,181,24366,0.146704540564436,0.15
0,0.00166666666666667,-0.005,181,24367,0.156666666666667,0.156666666666667
0,-0.105,0.00166666666666667,181,24368,0.05,0.05
0,0.055,0.215,181,24369,0.138283123417944,0.146818103636968
0,-0.0283333333333333,0.0883333333333333,181,24370,0.138122329034004,0.14
0,0.0416666666666667,0.0983333333333333,181,24371,0.180431581369658,0.183333333333333
0,-0.0383333333333333,-0.455,181,24372,0.0406885187191123,0.10354816378006
0,0.0916666666666667,0.241666666666667,181,24373,0.0941039614232872,0.0971825315807549
0,-0.111666666666667,0.178333333333333,181,24374,0.0712585277547728,0.073333333333333
0,0.0116666666666667,0.111666666666667,181,24375,0.181506045200827,0.183333333333333
0,-0.135,0.0916666666666667,181,24376,0.0334995854037363,0.0334995854037363
0,0.101666666666667,0.328333333333333,181,24377,0.0537483849886569,0.0567646212197543
0,0.105,0.168333333333333,181,24378,0.10770329614269,0.113382342344633
0,0.015,-0.435,181,24379,0.053748384988657,0.133499895963339
0,-0.0383333333333333,-0.238333333333333,181,24380,0.116666666666667,0.116666666666667
0,0.0283333333333333,0.491666666666667,181,24381,0.0286744175568085,0.0316227766016837
0,-0.0716666666666667,-0.231666666666667,181,24382,0.0833333333333333,0.0833333333333333
0,0.118333333333333,-0.418333333333333,181,24383,0.031622776601684,0.031622776601684
0,-0.0216666666666667,-0.005,181,24384,0.133333333333333,0.133333333333333
0,0.065,0.205,181,24385,0.131866936299017,0.140039676917333
0,0.0816666666666667,-0.265,181,24386,0.0632455532033675,0.0633333333333333
0,-0.045,0.408333333333333,181,24387,0.0894427190999917,0.093571125650788
0,0.0483333333333333,0.365,181,24388,0.0806225774829855,0.093392838174146
0,-0.075,-0.241666666666667,181,24389,0.08,0.08
0,-0.0183333333333333,0.325,181,24390,0.146097380005408,0.160034718455437
0,0.121666666666667,0.145,181,24391,0.0999999999999997,0.0999999999999997
0,0.0816666666666667,-0.0383333333333333,181,24392,0.0894427190999916,0.100221975855819
0,-0.0316666666666667,-0.295,181,24393,0.123333333333333,0.123333333333333
0,0.0516666666666667,-0.405,181,24394,0.091712109947984,0.0966666666666667
0,-0.0383333333333333,0.335,181,24395,0.123738074621804,0.136829171678492
0,0.158333333333333,0.238333333333333,181,24396,0.0328295260059874,0.0339934634239523
0,0.188333333333333,0.0683333333333333,181,24397,0.0307318148576433,0.0307318148576433
0,-0.065,-0.398333333333333,181,24398,0.0833333333333333,0.0833333333333333
0,-0.095,-0.278333333333333,181,24399,0.0600925212577332,0.0600925212577332
0,-0.0383333333333333,-0.431666666666667,181,24400,0.0612825877028338,0.11
0,0.0783333333333333,0.311666666666667,181,24401,0.0811719710792394,0.0872416821886827
0,0.115,-0.161666666666667,181,24402,0.0266666666666667,0.0266666666666667
0,-0.0716666666666667,0.275,181,24403,0.117851130197758,0.12
0,-0.00166666666666667,0.441666666666667,181,24404,0.0848528137423855,0.0938675189355248
0,-0.121666666666667,0.328333333333333,181,24405,0.0537483849886569,0.0566666666666663
0,0.105,-0.388333333333333,181,24406,0.0372677996249964,0.0372677996249964
0,0.0716666666666667,-0.421666666666667,181,24407,0.0778174501995251,0.08
0,-0.0116666666666667,0.238333333333333,181,24408,0.177795138041261,0.18
0,0.015,0.291666666666667,181,24409,0.147572957474524,0.156985491190888
0,0.0383333333333333,0.168333333333333,181,24410,0.171399468429099,0.180030861551877
0,0.0616666666666667,0.141666666666667,181,24411,0.158078742685058,0.160034718455437
0,0.0316666666666667,-0.441666666666667,181,24412,0.0509901951359275,0.116666666666667
0,-0.0683333333333333,0.385,181,24413,0.0761577310586391,0.0802772971919487
0,0.00166666666666667,0.125,181,24414,0.173621555241406,0.173621555241406
0,-0.105,0.188333333333333,181,24415,0.0800694143297621,0.0800694143297621
0,0.025,0.328333333333333,181,24416,0.120185042515467,0.133374993491617
0,0.0316666666666667,0.428333333333333,181,24417,0.0643773597194266,0.0669991708074726
0,0.151666666666667,0.185,181,24418,0.0582141639885763,0.0634209919681345
0,0.148333333333333,-0.0416666666666667,181,24419,0.0307318148576431,0.0316227766016841
0,0.121666666666667,0.165,181,24420,0.0939266853573688,0.0968962790249905
0,-0.111666666666667,-0.428333333333333,181,24421,0.0366666666666663,0.0366666666666663
0,0.055,0.321666666666667,181,24422,0.0980362744656848,0.10381607668265
0,0.135,0.005,181,24423,0.0611918658356194,0.0667499479816693
1,-0.128333333333333,0.315,182,24424,3.33066907387547e-16,3.33066907387547e-16
1,-0.125,0.301666666666667,182,24425,3.33066907387547e-16,3.33066907387547e-16
1,-0.118333333333333,0.111666666666667,182,24426,0.0100000000000003,0.0100000000000003
1,-0.111666666666667,0.355,182,24427,0.0179505493571147,0.0179505493571147
1,-0.111666666666667,0.305,182,24428,0.013333333333333,0.013333333333333
1,-0.108333333333333,0.318333333333333,182,24429,0.0200000000000003,0.0200000000000003
1,-0.101666666666667,0.145,182,24430,0.0359010987142297,0.0366666666666663
1,-0.0916666666666667,-0.288333333333333,182,24431,0.0366666666666666,0.0366666666666666
1,-0.0816666666666667,0.115,182,24432,0.046427960923947,0.046785562825394
